#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Apr 17 21:13:44 EDT 2017,50,50,Assignment5Suite,AddEdgeTest0+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest1+ DelNodeTest0+ DelNodeTest1+ NumEdgeTest1+ TopoSortTest4+ TopoSortTest5+ TopoSortTest6+ , ,AddEdgeTest1- AddNodeTest0- DelEdgeTest0- DelEdgeTest2- DelNodeTest2- NumEdgeTest0- NumNodeTest0- NumNodeTest1- TopoSortTest0- TopoSortTest1- TopoSortTest2- TopoSortTest3- TopoSortTest7- , ,
0,Mon Apr 17 21:13:56 EDT 2017,50,50,Assignment5Suite,AddEdgeTest0+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest1+ DelNodeTest0+ DelNodeTest1+ NumEdgeTest1+ TopoSortTest4+ TopoSortTest5+ TopoSortTest6+ , ,AddEdgeTest1- AddNodeTest0- DelEdgeTest0- DelEdgeTest2- DelNodeTest2- NumEdgeTest0- NumNodeTest0- NumNodeTest1- TopoSortTest0- TopoSortTest1- TopoSortTest2- TopoSortTest3- TopoSortTest7- , ,
1,Mon Apr 17 21:17:18 EDT 2017,50,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest0 DelNodeTest1 NumEdgeTest1 TopoSortTest4 TopoSortTest5 TopoSortTest6 , ,AddEdgeTest1 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest7 , ,
2,Mon Apr 17 21:29:32 EDT 2017,53,3,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2+ NumEdgeTest1 TopoSortTest4 TopoSortTest5 TopoSortTest6 , ,AddEdgeTest1 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest7 , ,
3,Mon Apr 17 21:31:54 EDT 2017,53,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest1 TopoSortTest4 TopoSortTest5 TopoSortTest6 , ,AddEdgeTest1 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest7 , ,
4,Mon Apr 17 23:08:04 EDT 2017,69,16,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest1 AddNodeTest2 DelEdgeTest0+ DelEdgeTest1 DelEdgeTest2+ DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0+ NumEdgeTest1 NumNodeTest0+ NumNodeTest1+ TopoSortTest4 TopoSortTest5 TopoSortTest6 , ,AddEdgeTest0- AddEdgeTest1 AddNodeTest0 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest7 , ,
5,Mon Apr 17 23:31:07 EDT 2017,80,11,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0+ AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest4 TopoSortTest5 TopoSortTest6 , ,TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest7 , ,
6,Tue Apr 18 00:24:25 EDT 2017,100,20,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0+ TopoSortTest1+ TopoSortTest2+ TopoSortTest3+ TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7+ , , , ,
7,Tue Apr 18 00:38:52 EDT 2017,96,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,EfficiencyTest1- , ,
8,Tue Apr 18 01:38:42 EDT 2017,88,-8,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,AddEdgeTest0- AddEdgeTest1- EfficiencyTest1 , ,
9,Tue Apr 18 01:42:23 EDT 2017,88,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,AddEdgeTest0 AddEdgeTest1 EfficiencyTest1 , ,
10,Tue Apr 18 01:44:53 EDT 2017,88,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,AddEdgeTest0 AddEdgeTest1 EfficiencyTest1 , ,
11,Tue Apr 18 15:28:10 EDT 2017,92,4,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1+ NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,AddEdgeTest0 AddEdgeTest1 , ,
12,Tue Apr 18 16:00:59 EDT 2017,92,0,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 TopoSortTest0 TopoSortTest1 TopoSortTest2 TopoSortTest3 TopoSortTest4 TopoSortTest5 TopoSortTest6 TopoSortTest7 , ,DelEdgeTest0- DelEdgeTest2- , ,
